date,side,maturity,participants,complete,volume,interest
2024-09-20,Mua kỳ hạn,7,1,1,451.26,0.04
2024-09-23,Mua kỳ hạn Tổng cộng,,,,1523.82,
2024-09-23,Mua kỳ hạn,7,4,4,1523.82,0.04
2024-09-24,Mua kỳ hạn Tổng cộng,,,,23046.31,
2024-09-24,Mua kỳ hạn,7,9,9,23046.31,0.04
2024-09-25,Mua kỳ hạn Tổng cộng,,,,14999.99,
2024-09-25,Mua kỳ hạn,7,9,9,14999.99,0.04
2024-09-26,Mua kỳ hạn Tổng cộng,,,,7960.2,
2024-09-26,Mua kỳ hạn,7,6,6,7960.2,0.04
2024-09-27,Mua kỳ hạn Tổng cộng,,,,19828.83,
2024-09-27,Mua kỳ hạn,7,5,5,19828.83,0.04
2024-09-30,Mua kỳ hạn,7,6,6,4823.14,0.04
2024-09-30,Mua kỳ hạn Tổng cộng,,,,4823.14,
2024-10-01,Mua kỳ hạn Tổng cộng,,,,3251.12,
2024-10-01,Mua kỳ hạn,7,4,4,3251.12,0.04
2024-10-02,Mua kỳ hạn Tổng cộng,,,,2265.27,
2024-10-02,Mua kỳ hạn,7,3,3,2265.27,0.04
2024-10-02,Mua kỳ hạn Tổng cộng,,,,2265.27,
2024-10-02,Mua kỳ hạn,7,3,3,2265.27,0.04
2024-10-03,Mua kỳ hạn Tổng cộng,,,,0,
2024-10-03,Mua kỳ hạn,7,0,0,0,0
2024-10-04,Mua kỳ hạn Tổng cộng,,,,451.94,
2024-10-04,Mua kỳ hạn,7,1,1,451.94,0.04
2024-10-07,Mua kỳ hạn Tổng cộng,,,,0,
2024-10-07,Mua kỳ hạn,7,0,0,0,0
2024-10-08,Mua kỳ hạn Tổng cộng,,,,0,
2024-10-08,Mua kỳ hạn,7,0,0,0,0
2024-10-09,Mua kỳ hạn Tổng cộng,,,,0,
2024-10-09,Mua kỳ hạn,7,0,0,0,0
2024-10-10,Mua kỳ hạn Tổng cộng,,,,0,
2024-10-10,Mua kỳ hạn,7,0,0,0,0
2024-10-11,Mua kỳ hạn Tổng cộng,,,,0,
2024-10-11,Mua kỳ hạn,7,0,0,0,0
2024-10-14,Mua kỳ hạn Tổng cộng,,,,0,
2024-10-14,Mua kỳ hạn,7,0,0,0,0
2024-10-15,Mua kỳ hạn,7,0,0,0,0
2024-10-15,Mua kỳ hạn Tổng cộng,,,,0,
2024-10-16,Mua kỳ hạn Tổng cộng,,,,0,
2024-10-16,Mua kỳ hạn,7,0,0,0,0
2024-10-17,Mua kỳ hạn Tổng cộng,,,,0,
2024-10-17,Mua kỳ hạn,7,0,0,0,0
2024-10-18,Bán hẳn Tổng cộng,,,,12300,
2024-10-18,Bán hẳn,28,8,8,7900,0.04
2024-10-18,Bán hẳn,14,6,5,4400,0.0374
2024-10-18,Mua kỳ hạn Tổng cộng,,,,0,
2024-10-18,Mua kỳ hạn,7,0,0,0,0
2024-10-21,Mua kỳ hạn Tổng cộng,,,,0,
2024-10-21,Mua kỳ hạn,7,0,0,0,0
2024-10-21,Bán hẳn,28,12,12,17750,0.04
2024-10-21,Bán hẳn Tổng cộng,,,,21650,
2024-10-21,Bán hẳn,14,6,5,3900,0.0374
2024-10-22,Bán hẳn Tổng cộng,,,,12450,
2024-10-22,Bán hẳn,28,9,9,8850,0.04
2024-10-22,Bán hẳn,14,5,4,3600,0.037
2024-10-22,Mua kỳ hạn Tổng cộng,,,,3000,
2024-10-22,Mua kỳ hạn,7,2,2,3000,0.04
2024-10-23,Mua kỳ hạn Tổng cộng,,,,2014.65,
2024-10-23,Mua kỳ hạn,7,1,1,2014.65,0.04
2024-10-23,Bán hẳn,28,7,7,9500,0.04
2024-10-23,Bán hẳn Tổng cộng,,,,12800,
2024-10-23,Bán hẳn,14,4,4,3300,0.037
2024-10-24,Bán hẳn Tổng cộng,,,,3250,
2024-10-24,Bán hẳn,28,6,6,2650,0.04
2024-10-24,Bán hẳn,14,2,2,600,0.036
2024-10-24,Mua kỳ hạn Tổng cộng,,,,3000,
2024-10-24,Mua kỳ hạn,7,2,2,3000,0.04
2024-10-25,Bán hẳn Tổng cộng,,,,4500,
2024-10-25,Bán hẳn,28,2,2,2500,0.0399
2024-10-25,Bán hẳn,14,4,4,2000,0.037
2024-10-25,Mua kỳ hạn Tổng cộng,,,,4999.92,
2024-10-25,Mua kỳ hạn,7,10,10,4999.92,0.04
2024-10-28,Mua kỳ hạn Tổng cộng,,,,10000,
2024-10-28,Mua kỳ hạn,7,18,18,10000,0.04
2024-10-28,Bán hẳn,28,1,1,200,0.0399
2024-10-28,Bán hẳn Tổng cộng,,,,800,
2024-10-28,Bán hẳn,14,2,2,600,0.037
2024-10-29,Bán hẳn Tổng cộng,,,,3600,
2024-10-29,Bán hẳn,28,2,2,1200,0.0399
2024-10-29,Bán hẳn,14,3,3,2400,0.037
2024-10-29,Mua kỳ hạn Tổng cộng,,,,14999.91,
2024-10-29,Mua kỳ hạn,7,12,12,14999.91,0.04
2024-10-30,Bán hẳn Tổng cộng,,,,5500,
2024-10-30,Bán hẳn,28,1,1,200,0.0399
2024-10-30,Bán hẳn,14,2,2,5300,0.0375
2024-10-30,Mua kỳ hạn Tổng cộng,,,,3000,
2024-10-30,Mua kỳ hạn,7,3,3,3000,0.04
2024-10-31,Mua kỳ hạn,7,4,4,3000,0.04
2024-10-31,Mua kỳ hạn Tổng cộng,,,,3000,
2024-10-31,Bán hẳn,14,2,2,6300,0.0375
2024-10-31,Bán hẳn Tổng cộng,,,,12350,
2024-10-31,Bán hẳn,28,4,4,6050,0.0399
2024-11-01,Bán hẳn Tổng cộng,,,,1300,
2024-11-01,Bán hẳn,28,1,1,300,0.039
2024-11-01,Bán hẳn,14,1,1,1000,0.037
2024-11-01,Mua kỳ hạn Tổng cộng,,,,3000,
2024-11-01,Mua kỳ hạn,7,14,14,3000,0.04
2024-11-01,Bán hẳn Tổng cộng,,,,1300,
2024-11-01,Bán hẳn,28,1,1,300,0.039
2024-11-01,Bán hẳn,14,1,1,1000,0.037
2024-11-01,Mua kỳ hạn Tổng cộng,,,,3000,
2024-11-01,Mua kỳ hạn,7,14,14,3000,0.04
2024-11-04,Mua kỳ hạn Tổng cộng,,,,29999.97,
2024-11-04,Mua kỳ hạn,7,21,21,29999.97,0.04
2024-11-04,Bán hẳn Tổng cộng,,,,300,
2024-11-04,Bán hẳn,28,1,1,300,0.039
2024-11-05,Bán hẳn,28,2,2,600,0.039
2024-11-05,Mua kỳ hạn,7,19,19,19999.95,0.04
2024-11-05,Bán hẳn Tổng cộng,,,,600,
2024-11-05,Mua kỳ hạn Tổng cộng,,,,19999.95,
2024-11-06,Mua kỳ hạn,7,18,18,14999.99,0.04
2024-11-06,Bán hẳn Tổng cộng,,,,600,
2024-11-06,Bán hẳn,28,2,2,600,0.039
2024-11-06,Mua kỳ hạn Tổng cộng,,,,14999.99,
2024-11-07,Bán hẳn Tổng cộng,,,,900,
2024-11-07,Bán hẳn,28,3,3,900,0.039
2024-11-07,Mua kỳ hạn Tổng cộng,,,,15000,
2024-11-07,Mua kỳ hạn,7,15,15,15000,0.04
2024-11-08,Mua kỳ hạn,7,13,13,10000,0.04
2024-11-08,Mua kỳ hạn Tổng cộng,,,,10000,
2024-11-08,Bán hẳn,28,3,3,1550,0.04
2024-11-08,Bán hẳn Tổng cộng,,,,1550,
2024-11-11,Bán hẳn,28,3,3,500,0.04
2024-11-11,Mua kỳ hạn Tổng cộng,,,,14999.96,
2024-11-11,Mua kỳ hạn,7,16,16,14999.96,0.04
2024-11-11,Bán hẳn Tổng cộng,,,,500,
2024-11-12,Bán hẳn Tổng cộng,,,,300,
2024-11-12,Bán hẳn,28,1,1,300,0.039
2024-11-12,Mua kỳ hạn Tổng cộng,,,,14999.99,
2024-11-12,Mua kỳ hạn,7,19,19,14999.99,0.04
2024-11-13,Mua kỳ hạn,7,21,21,29999.93,0.04
2024-11-13,Mua kỳ hạn Tổng cộng,,,,29999.93,
2024-11-13,Bán hẳn Tổng cộng,,,,300,
2024-11-13,Bán hẳn,28,2,1,300,0.04
2024-11-14,Bán hẳn Tổng cộng,,,,1450,
2024-11-14,Bán hẳn,28,2,2,1450,0.04
2024-11-14,Mua kỳ hạn Tổng cộng,,,,19999.91,
2024-11-14,Mua kỳ hạn,7,19,19,19999.91,0.04
2024-11-15,Bán hẳn Tổng cộng,,,,0,
2024-11-15,Bán hẳn,28,0,,0,0
2024-11-15,Mua kỳ hạn Tổng cộng,,,,19999.94,
2024-11-15,Mua kỳ hạn,7,22,22,19999.94,0.04
2024-11-18,Mua kỳ hạn,7,18,18,15000,0.04
2024-11-18,Bán hẳn,28,2,2,400,0.04
2024-11-18,Bán hẳn Tổng cộng,,,,400,
2024-11-18,Mua kỳ hạn Tổng cộng,,,,15000,
2024-11-19,Bán hẳn Tổng cộng,,,,200,
2024-11-19,Bán hẳn,28,1,1,200,0.04
2024-11-19,Mua kỳ hạn Tổng cộng,,,,15000,
2024-11-19,Mua kỳ hạn,7,15,15,15000,0.04
2024-11-20,Bán hẳn Tổng cộng,,,,800,
2024-11-20,Bán hẳn,28,3,3,800,0.04
2024-11-20,Mua kỳ hạn Tổng cộng,,,,8000,
2024-11-20,Mua kỳ hạn,7,8,8,8000,0.04
2024-11-21,Mua kỳ hạn,7,11,11,5000,0.04
2024-11-21,Mua kỳ hạn Tổng cộng,,,,5000,
2024-11-21,Bán hẳn Tổng cộng,,,,1700,
2024-11-21,Bán hẳn,28,3,3,1700,0.0397
2024-11-22,Bán hẳn Tổng cộng,,,,500,
2024-11-22,Bán hẳn,28,1,1,500,0.04
2024-11-22,Mua kỳ hạn Tổng cộng,,,,25000,
2024-11-22,Mua kỳ hạn,7,20,20,25000,0.04
2024-11-25,Bán hẳn Tổng cộng,,,,500,
2024-11-25,Bán hẳn,28,2,2,500,0.04
2024-11-25,Mua kỳ hạn Tổng cộng,,,,19999.91,
2024-11-25,Mua kỳ hạn,7,20,20,19999.91,0.04
2024-11-26,Bán hẳn Tổng cộng,,,,300,
2024-11-26,Bán hẳn,28,1,1,300,0.04
2024-11-26,Mua kỳ hạn Tổng cộng,,,,20000,
2024-11-26,Mua kỳ hạn,7,15,15,20000,0.04
2024-11-27,Mua kỳ hạn,7,10,10,9999.94,0.04
2024-11-27,Bán hẳn Tổng cộng,,,,250,
2024-11-27,Bán hẳn,28,1,1,250,0.04
2024-11-27,Mua kỳ hạn Tổng cộng,,,,9999.94,
2024-11-28,Bán hẳn Tổng cộng,,,,4150,
2024-11-28,Bán hẳn,28,4,4,4150,0.04
2024-11-28,Mua kỳ hạn Tổng cộng,,,,3000,
2024-11-28,Mua kỳ hạn,7,2,2,3000,0.04
2024-11-29,Bán hẳn Tổng cộng,,,,4780,
2024-11-29,Bán hẳn,28,7,7,4780,0.04
2024-11-29,Mua kỳ hạn Tổng cộng,,,,1000,
2024-11-29,Mua kỳ hạn,7,3,3,1000,0.04
2024-12-02,Mua kỳ hạn,7,7,7,10000,0.04
2024-12-02,Mua kỳ hạn Tổng cộng,,,,10000,
2024-12-02,Bán hẳn Tổng cộng,,,,1500,
2024-12-02,Bán hẳn,28,0,0,0,0
2024-12-02,Bán hẳn,14,1,1,1500,0.039
2024-12-03,Bán hẳn Tổng cộng,,,,4800,
2024-12-03,Bán hẳn,28,1,1,3500,0.04
2024-12-03,Bán hẳn,14,2,2,1300,0.0395
2024-12-03,Mua kỳ hạn Tổng cộng,,,,10000,
2024-12-03,Mua kỳ hạn,7,8,8,10000,0.04
2024-12-04,Bán hẳn Tổng cộng,,,,550,
2024-12-04,Bán hẳn,28,1,1,300,0.04
2024-12-04,Bán hẳn,14,1,1,250,0.0395
2024-12-04,Mua kỳ hạn Tổng cộng,,,,8000,
2024-12-04,Mua kỳ hạn,7,8,8,8000,0.04
2024-12-05,Mua kỳ hạn,7,4,4,1000,0.04
2024-12-05,Mua kỳ hạn Tổng cộng,,,,1000,
2024-12-05,Bán hẳn Tổng cộng,,,,9125,
2024-12-05,Bán hẳn,28,2,2,3800,0.04
2024-12-05,Bán hẳn,14,2,2,5325,0.04
2024-12-06,Bán hẳn Tổng cộng,,,,4500,
2024-12-06,Bán hẳn,28,1,1,500,0.0399
2024-12-06,Bán hẳn,14,2,2,4000,0.04
2024-12-06,Mua kỳ hạn Tổng cộng,,,,1000,
2024-12-06,Mua kỳ hạn,7,5,5,1000,0.04
2024-12-09,Mua kỳ hạn,7,6,6,4999.97,0.04
2024-12-09,Mua kỳ hạn Tổng cộng,,,,4999.97,
2024-12-09,Bán hẳn,28,3,3,1000,0.04
2024-12-09,Bán hẳn Tổng cộng,,,,6500,
2024-12-09,Bán hẳn,14,2,2,5500,0.04
2024-12-10,Bán hẳn Tổng cộng,,,,1650,
2024-12-10,Bán hẳn,28,2,2,800,0.04
2024-12-10,Bán hẳn,14,2,2,850,0.04
2024-12-10,Mua kỳ hạn Tổng cộng,,,,4999.99,
2024-12-10,Mua kỳ hạn,7,11,11,4999.99,0.04
2024-12-11,Bán hẳn Tổng cộng,,,,1500,
2024-12-11,Bán hẳn,14,1,1,1500,0.04
2024-12-11,Mua kỳ hạn Tổng cộng,,,,19999.93,
2024-12-11,Mua kỳ hạn,7,17,17,19999.93,0.04
2024-12-12,Mua kỳ hạn,7,12,12,20000,0.04
2024-12-12,Mua kỳ hạn Tổng cộng,,,,20000,
2024-12-12,Bán hẳn,28,1,1,200,0.04
2024-12-12,Bán hẳn Tổng cộng,,,,200,
2024-12-12,Bán hẳn,14,0,0,0,0
2024-12-13,Bán hẳn Tổng cộng,,,,7100,
2024-12-13,Bán hẳn,28,1,1,200,0.04
2024-12-13,Bán hẳn,14,4,4,6900,0.04
2024-12-13,Mua kỳ hạn Tổng cộng,,,,1000,
2024-12-13,Mua kỳ hạn,7,5,5,1000,0.04
2024-12-16,Bán hẳn Tổng cộng,,,,12180,
2024-12-16,Bán hẳn,28,5,5,2880,0.04
2024-12-16,Bán hẳn,14,6,6,9300,0.04
2024-12-16,Mua kỳ hạn Tổng cộng,,,,1000,
2024-12-16,Mua kỳ hạn,7,3,3,1000,0.04
2024-12-17,Mua kỳ hạn,7,3,3,999.93,0.04
2024-12-17,Mua kỳ hạn Tổng cộng,,,,999.93,
2024-12-17,Bán hẳn,28,4,4,1200,0.04
2024-12-17,Bán hẳn Tổng cộng,,,,11050,
2024-12-17,Bán hẳn,14,5,5,9850,0.04
2024-12-18,Bán hẳn Tổng cộng,,,,6850,
2024-12-18,Bán hẳn,28,2,2,1500,0.04
2024-12-18,Bán hẳn,14,3,3,5350,0.04
2024-12-18,Mua kỳ hạn Tổng cộng,,,,1000,
2024-12-18,Mua kỳ hạn,7,3,3,1000,0.04
2024-12-19,Bán hẳn Tổng cộng,,,,13700,
2024-12-19,Bán hẳn,14,4,4,3700,0.04
2024-12-19,Bán hẳn,7,6,6,10000,0.04
2024-12-19,Mua kỳ hạn Tổng cộng,,,,1000,
2024-12-19,Mua kỳ hạn,7,3,3,1000,0.04
2024-12-20,Mua kỳ hạn,14,8,8,10000,0.04
2024-12-20,Bán hẳn,7,6,6,6643,0.04
2024-12-20,Bán hẳn Tổng cộng,,,,6643,
2024-12-20,Mua kỳ hạn Tổng cộng,,,,10000,
2024-12-23,Bán hẳn Tổng cộng,,,,2800,
2024-12-23,Bán hẳn,7,3,3,2800,0.04
2024-12-23,Mua kỳ hạn Tổng cộng,,,,20000,
2024-12-23,Mua kỳ hạn,14,12,12,20000,0.04
2024-12-24,Bán hẳn Tổng cộng,,,,3650,
2024-12-24,Bán hẳn,7,3,3,3650,0.04
2024-12-24,Mua kỳ hạn Tổng cộng,,,,14999.99,
2024-12-24,Mua kỳ hạn,14,11,11,14999.99,0.04
2024-12-25,Mua kỳ hạn,14,12,12,14999.99,0.04
2024-12-25,Bán hẳn Tổng cộng,,,,0,
2024-12-25,Bán hẳn,7,0,0,0,0
2024-12-25,Mua kỳ hạn Tổng cộng,,,,14999.99,
2024-12-26,Bán hẳn Tổng cộng,,,,7500,
2024-12-26,Bán hẳn,7,5,5,7500,0.04
2024-12-26,Mua kỳ hạn Tổng cộng,,,,14999.93,
2024-12-26,Mua kỳ hạn,14,13,13,14999.93,0.04
2024-12-27,Bán hẳn Tổng cộng,,,,6860,
2024-12-27,Bán hẳn,7,7,7,6860,0.04
2024-12-27,Mua kỳ hạn Tổng cộng,,,,5000,
2024-12-27,Mua kỳ hạn,7,7,7,5000,0.04
2024-12-30,Mua kỳ hạn Tổng cộng,,,,5000,
2024-12-30,Mua kỳ hạn,7,5,5,5000,0.04
2024-12-30,Bán hẳn,14,3,3,1600,0.04
2024-12-30,Bán hẳn Tổng cộng,,,,9990,
2024-12-30,Bán hẳn,7,6,6,8390,0.04
2024-12-31,Bán hẳn Tổng cộng,,,,5000,
2024-12-31,Bán hẳn,14,0,0,0,0
2024-12-31,Bán hẳn,7,2,2,5000,0.04
2024-12-31,Mua kỳ hạn Tổng cộng,,,,1989.01,
2024-12-31,Mua kỳ hạn,7,3,3,1989.01,0.04
2024-12-31,Bán hẳn Tổng cộng,,,,5000,
2024-12-31,Bán hẳn,14,0,0,0,0
2024-12-31,Bán hẳn,7,2,2,5000,0.04
2024-12-31,Mua kỳ hạn Tổng cộng,,,,1989.01,
2024-12-31,Mua kỳ hạn,7,3,3,1989.01,0.04
2025-01-02,Mua kỳ hạn,7,1,1,997.2,0.04
2025-01-02,Mua kỳ hạn Tổng cộng,,,,997.2,
2025-01-02,Bán hẳn,14,5,5,6600,0.04
2025-01-02,Bán hẳn Tổng cộng,,,,18850,
2025-01-02,Bán hẳn,7,7,7,12250,0.04
2025-01-03,Bán hẳn Tổng cộng,,,,12300,
2025-01-03,Bán hẳn,14,5,5,5000,0.04
2025-01-03,Bán hẳn,7,4,4,7300,0.04
2025-01-03,Mua kỳ hạn Tổng cộng,,,,1000,
2025-01-03,Mua kỳ hạn,7,3,3,1000,0.04
2025-01-06,Bán hẳn Tổng cộng,,,,19050,
2025-01-06,Bán hẳn,14,6,6,6600,0.04
2025-01-06,Bán hẳn,7,5,5,12450,0.04
2025-01-06,Mua kỳ hạn Tổng cộng,,,,5000,
2025-01-06,Mua kỳ hạn,7,5,5,5000,0.04
2025-01-07,Mua kỳ hạn,7,5,5,5000,0.04
2025-01-07,Mua kỳ hạn Tổng cộng,,,,5000,
2025-01-07,Bán hẳn Tổng cộng,,,,25250,
2025-01-07,Bán hẳn,14,6,6,8650,0.04
2025-01-07,Bán hẳn,7,7,7,16600,0.04
2025-01-08,Bán hẳn Tổng cộng,,,,10150,
2025-01-08,Bán hẳn,14,6,6,9650,0.04
2025-01-08,Bán hẳn,7,1,1,500,0.04
2025-01-08,Mua kỳ hạn Tổng cộng,,,,7000,
2025-01-08,Mua kỳ hạn,7,9,9,7000,0.04
2025-01-09,Mua kỳ hạn Tổng cộng,,,,12999.98,
2025-01-09,Mua kỳ hạn,7,14,14,12999.98,0.04
2025-01-09,Bán hẳn,14,4,4,7150,0.04
2025-01-09,Bán hẳn Tổng cộng,,,,7650,
2025-01-09,Bán hẳn,7,1,1,500,0.04
2025-01-10,Bán hẳn Tổng cộng,,,,6650,
2025-01-10,Bán hẳn,14,2,2,3800,0.04
2025-01-10,Bán hẳn,7,1,1,2850,0.04
2025-01-10,Mua kỳ hạn Tổng cộng,,,,24999.9,
2025-01-10,Mua kỳ hạn,7,13,13,24999.9,0.04
2025-01-13,Bán hẳn Tổng cộng,,,,4500,
2025-01-13,Bán hẳn,7,4,4,4500,0.04
2025-01-13,Mua kỳ hạn Tổng cộng,,,,15000,
2025-01-13,Mua kỳ hạn,7,11,11,15000,0.04
2025-01-14,Mua kỳ hạn Tổng cộng,,,,8000,
2025-01-14,Mua kỳ hạn,7,7,7,8000,0.04
2025-01-14,Bán hẳn Tổng cộng,,,,5000,
2025-01-14,Bán hẳn,7,4,4,5000,0.04
2025-01-15,Bán hẳn Tổng cộng,,,,13950,
2025-01-15,Bán hẳn,7,9,9,13950,0.04
2025-01-15,Mua kỳ hạn Tổng cộng,,,,5000,
2025-01-15,Mua kỳ hạn,7,6,6,5000,0.04
2025-01-16,Bán hẳn Tổng cộng,,,,9000,
2025-01-16,Bán hẳn,7,7,7,9000,0.04
2025-01-16,Mua kỳ hạn Tổng cộng,,,,5000,
2025-01-16,Mua kỳ hạn,7,6,6,5000,0.04
2025-01-17,Bán hẳn Tổng cộng,,,,300,
2025-01-17,Bán hẳn,7,2,2,300,0.04
2025-01-17,Mua kỳ hạn Tổng cộng,,,,10000,
2025-01-17,Mua kỳ hạn,7,6,6,10000,0.04
2025-01-20,Mua kỳ hạn,14,10,10,20000,0.04
2025-01-20,Mua kỳ hạn,21,14,14,10000,0.04
2025-01-20,Bán hẳn Tổng cộng,,,,3550,
2025-01-20,Bán hẳn,14,3,3,3550,0.04
2025-01-20,Mua kỳ hạn Tổng cộng,,,,30000,
2025-01-21,Bán hẳn Tổng cộng,,,,4550,
2025-01-21,Bán hẳn,14,6,6,4550,0.04
2025-01-21,Mua kỳ hạn Tổng cộng,,,,19255.19,
2025-01-21,Mua kỳ hạn,21,8,8,10000,0.04
2025-01-21,Mua kỳ hạn,14,6,6,9255.19,0.04
2025-01-22,Bán hẳn Tổng cộng,,,,3650,
2025-01-22,Bán hẳn,14,3,3,3650,0.04
2025-01-22,Mua kỳ hạn Tổng cộng,,,,34601.2,
2025-01-22,Mua kỳ hạn,21,9,9,20000,0.04
2025-01-22,Mua kỳ hạn,14,7,7,14601.2,0.04
2025-01-23,Mua kỳ hạn,14,5,5,5000,0.04
2025-01-23,Mua kỳ hạn,21,6,6,5000,0.04
2025-01-23,Bán hẳn Tổng cộng,,,,9999.6,
2025-01-23,Bán hẳn,14,8,8,9999.6,0.04
2025-01-23,Mua kỳ hạn Tổng cộng,,,,10000,
2025-01-24,Bán hẳn Tổng cộng,,,,8100,
2025-01-24,Bán hẳn,14,5,5,8100,0.04
2025-01-24,Mua kỳ hạn Tổng cộng,,,,39723.57,
2025-01-24,Mua kỳ hạn,21,9,9,14966.7,0.04
2025-01-24,Mua kỳ hạn,14,12,12,24756.87,0.04
2025-02-03,Mua kỳ hạn,7,6,6,15000,0.04
2025-02-03,Mua kỳ hạn,14,6,6,13902,0.04
2025-02-03,Bán hẳn,7,3,3,1400,0.04
2025-02-03,Bán hẳn Tổng cộng,,,,1400,
2025-02-03,Mua kỳ hạn Tổng cộng,,,,28902,
2025-02-04,Bán hẳn,7,2,2,900,0.04
2025-02-04,Mua kỳ hạn Tổng cộng,,,,30273.93,
2025-02-04,Mua kỳ hạn,14,12,12,20000,0.04
2025-02-04,Mua kỳ hạn,7,7,7,10273.93,0.04
2025-02-04,Bán hẳn Tổng cộng,,,,900,
2025-02-05,Bán hẳn Tổng cộng,,,,4050,
2025-02-05,Bán hẳn,7,4,4,4050,0.04
2025-02-05,Mua kỳ hạn Tổng cộng,,,,15000,
2025-02-05,Mua kỳ hạn,7,10,10,15000,0.04
2025-02-06,Mua kỳ hạn,7,6,6,8172.13,0.04
2025-02-06,Bán hẳn Tổng cộng,,,,4999.8,
2025-02-06,Bán hẳn,7,7,7,4999.8,0.04
2025-02-06,Mua kỳ hạn Tổng cộng,,,,8172.13,
2025-02-07,Bán hẳn Tổng cộng,,,,5650,
2025-02-07,Bán hẳn,7,7,7,5650,0.04
2025-02-07,Mua kỳ hạn Tổng cộng,,,,12725.86,
2025-02-07,Mua kỳ hạn,7,9,9,12725.86,0.04
2025-02-10,Bán hẳn Tổng cộng,,,,1600,
2025-02-10,Bán hẳn,7,4,4,1600,0.04
2025-02-10,Mua kỳ hạn Tổng cộng,,,,31365.01,
2025-02-10,Mua kỳ hạn,14,14,14,16365.01,0.04
2025-02-10,Mua kỳ hạn,7,8,8,15000,0.04
2025-02-11,Mua kỳ hạn,14,9,9,12692.51,0.04
2025-02-11,Mua kỳ hạn,7,4,4,9794.71,0.04
2025-02-11,Mua kỳ hạn Tổng cộng,,,,22487.22,
2025-02-11,Bán hẳn Tổng cộng,,,,2999.8,
2025-02-11,Bán hẳn,7,6,6,2999.8,0.04
2025-02-12,Bán hẳn Tổng cộng,,,,4999.9,
2025-02-12,Bán hẳn,7,5,5,4999.9,0.04
2025-02-12,Mua kỳ hạn Tổng cộng,,,,16653.11,
2025-02-12,Mua kỳ hạn,14,9,9,10000,0.04
2025-02-12,Mua kỳ hạn,7,4,4,6653.11,0.04
2025-02-13,Bán hẳn Tổng cộng,,,,5000,
2025-02-13,Bán hẳn,7,7,5,5000,0.0397
2025-02-13,Mua kỳ hạn Tổng cộng,,,,11363.87,
2025-02-13,Mua kỳ hạn,14,7,7,11363.87,0.04
2025-02-14,Mua kỳ hạn,7,5,5,3764.55,0.04
2025-02-14,Bán hẳn,7,6,4,4999.9,0.039
2025-02-14,Bán hẳn Tổng cộng,,,,4999.9,
2025-02-14,Mua kỳ hạn Tổng cộng,,,,3764.55,
2025-02-17,Bán hẳn Tổng cộng,,,,4250,
2025-02-17,Bán hẳn,7,4,4,4250,0.039
2025-02-17,Mua kỳ hạn Tổng cộng,,,,16041.18,
2025-02-17,Mua kỳ hạn,7,9,9,16041.18,0.04
2025-02-18,Bán hẳn Tổng cộng,,,,4450,
2025-02-18,Bán hẳn,7,5,5,4450,0.04
2025-02-18,Mua kỳ hạn Tổng cộng,,,,17072.29,
2025-02-18,Mua kỳ hạn,7,9,9,17072.29,0.04
2025-02-19,Mua kỳ hạn Tổng cộng,,,,1852.9,
2025-02-19,Mua kỳ hạn,7,5,5,1852.9,0.04
2025-02-19,Bán hẳn Tổng cộng,,,,4999.7,
2025-02-19,Bán hẳn,7,7,7,4999.7,0.04
2025-02-20,Bán hẳn,7,11,7,4999.7,0.039
2025-02-20,Mua kỳ hạn Tổng cộng,,,,0,
2025-02-20,Mua kỳ hạn,7,0,0,0,0
2025-02-20,Bán hẳn Tổng cộng,,,,4999.7,
2025-02-21,Bán hẳn Tổng cộng,,,,2999.9,
2025-02-21,Bán hẳn,7,7,4,2999.9,0.038
2025-02-21,Mua kỳ hạn Tổng cộng,,,,2092.43,
2025-02-21,Mua kỳ hạn,7,3,3,2092.43,0.04
2025-02-24,Mua kỳ hạn Tổng cộng,,,,17774.06,
2025-02-24,Mua kỳ hạn,7,14,14,17774.06,0.04
2025-02-24,Bán hẳn Tổng cộng,,,,1999.7,
2025-02-24,Bán hẳn,7,6,6,1999.7,0.038
2025-02-25,Bán hẳn,7,6,3,999.9,0.037
2025-02-25,Mua kỳ hạn Tổng cộng,,,,17671.55,
2025-02-25,Mua kỳ hạn,14,10,10,11157.94,0.04
2025-02-25,Mua kỳ hạn,7,5,5,6513.61,0.04
2025-02-25,Bán hẳn Tổng cộng,,,,999.9,
2025-02-26,Bán hẳn Tổng cộng,,,,999.8,
2025-02-26,Bán hẳn,7,10,6,999.8,0.036
2025-02-26,Mua kỳ hạn Tổng cộng,,,,5918.87,
2025-02-26,Mua kỳ hạn,14,5,5,3683.86,0.04
2025-02-26,Mua kỳ hạn,7,3,3,2235.01,0.04
2025-02-27,Mua kỳ hạn,7,4,4,7000,0.04
2025-02-27,Mua kỳ hạn,14,4,4,1923.41,0.04
2025-02-27,Bán hẳn,7,8,2,1000,0.034
2025-02-27,Bán hẳn Tổng cộng,,,,1000,
2025-02-27,Mua kỳ hạn Tổng cộng,,,,8923.41,
2025-02-28,Bán hẳn Tổng cộng,,,,999.9,
2025-02-28,Bán hẳn,7,6,4,999.9,0.033
2025-02-28,Mua kỳ hạn Tổng cộng,,,,130306.85,
2025-02-28,Mua kỳ hạn,14,8,8,5946.8,0.04
2025-02-28,Mua kỳ hạn,7,7,7,124360.05,0.04
2025-03-03,Bán hẳn Tổng cộng,,,,1000,
2025-03-03,Bán hẳn,7,5,4,1000,0.032
