date,side,maturity,participants,complete,volume,interest
2024-03-29,Mua kỳ hạn,7,0,0,0,0
2024-04-01,Bán hẳn Tổng cộng,,,,500,
2024-04-01,Bán hẳn,28,3,2,500,0.024
2024-04-01,Mua kỳ hạn Tổng cộng,,,,0,
2024-04-01,Mua kỳ hạn,7,0,0,0,0
2024-04-02,Mua kỳ hạn Tổng cộng,,,,5952.27,
2024-04-02,Mua kỳ hạn,7,1,1,5952.27,0.04
2024-04-03,Mua kỳ hạn,7,1,1,2513.26,0.04
2024-04-03,Bán hẳn Tổng cộng,,,,300,
2024-04-03,Bán hẳn,28,4,1,300,0.019
2024-04-03,Mua kỳ hạn Tổng cộng,,,,2513.26,
2024-04-04,Bán hẳn Tổng cộng,,,,200,
2024-04-04,Bán hẳn,28,3,1,200,0.024
2024-04-04,Mua kỳ hạn Tổng cộng,,,,0,
2024-04-04,Mua kỳ hạn,7,0,0,0,0
2024-04-05,Bán hẳn,28,2,2,600,0.027
2024-04-05,Mua kỳ hạn Tổng cộng,,,,0,
2024-04-05,Bán hẳn Tổng cộng,,,,600,
2024-04-05,Mua kỳ hạn,7,0,0,0,0
2024-04-05,Mua kỳ hạn Tổng cộng,,,,0,
2024-04-05,Bán hẳn,28,2,2,600,0.027
2024-04-05,Bán hẳn Tổng cộng,,,,600,
2024-04-05,Mua kỳ hạn,7,0,0,0,0
2024-04-08,Bán hẳn Tổng cộng,,,,3200,
2024-04-08,Bán hẳn,28,10,8,3200,0.029
2024-04-08,Mua kỳ hạn Tổng cộng,,,,0,
2024-04-08,Mua kỳ hạn,7,0,0,0,0
2024-04-09,Bán hẳn Tổng cộng,,,,3850,
2024-04-09,Bán hẳn,28,7,4,3850,0.029
2024-04-09,Mua kỳ hạn Tổng cộng,,,,0,
2024-04-09,Mua kỳ hạn,7,0,0,0,0
2024-04-10,Mua kỳ hạn,7,0,0,0,0
2024-04-10,Bán hẳn,28,5,5,4000,0.029
2024-04-10,Bán hẳn Tổng cộng,,,,4000,
2024-04-10,Mua kỳ hạn Tổng cộng,,,,0,
2024-04-11,Bán hẳn Tổng cộng,,,,5600,
2024-04-11,Bán hẳn,28,5,5,5600,0.035
2024-04-11,Mua kỳ hạn Tổng cộng,,,,0,
2024-04-11,Mua kỳ hạn,7,0,0,0,0
2024-04-12,Bán hẳn Tổng cộng,,,,8600,
2024-04-12,Bán hẳn,28,6,6,8600,0.035
2024-04-12,Mua kỳ hạn Tổng cộng,,,,9999.99,
2024-04-12,Mua kỳ hạn,7,2,2,9999.99,0.04
2024-04-15,Mua kỳ hạn Tổng cộng,,,,11999.9,
2024-04-15,Mua kỳ hạn,7,8,8,11999.9,0.04
2024-04-15,Bán hẳn Tổng cộng,,,,2800,
2024-04-15,Bán hẳn,28,4,3,2800,0.0359
2024-04-16,Bán hẳn Tổng cộng,,,,550,
2024-04-16,Bán hẳn,28,4,3,550,0.0359
2024-04-16,Mua kỳ hạn Tổng cộng,,,,11999.93,
2024-04-16,Mua kỳ hạn,7,10,10,11999.93,0.04
2024-04-17,Bán hẳn Tổng cộng,,,,5500,
2024-04-17,Bán hẳn,28,5,5,5500,0.0359
2024-04-17,Mua kỳ hạn Tổng cộng,,,,5671.97,
2024-04-17,Mua kỳ hạn,7,5,5,5671.97,0.04
2024-04-19,Bán hẳn Tổng cộng,,,,4250,
2024-04-19,Bán hẳn,28,5,5,4250,0.0373
2024-04-19,Mua kỳ hạn Tổng cộng,,,,3191.3,
2024-04-19,Mua kỳ hạn,7,3,3,3191.3,0.04
2024-04-22,Mua kỳ hạn,14,3,3,8562.5,0.04
2024-04-22,Bán hẳn Tổng cộng,,,,3550,
2024-04-22,Bán hẳn,28,3,3,3550,0.0373
2024-04-22,Mua kỳ hạn Tổng cộng,,,,8562.5,
2024-04-23,Bán hẳn Tổng cộng,,,,2150,
2024-04-23,Bán hẳn,28,3,2,2150,0.0373
2024-04-23,Mua kỳ hạn Tổng cộng,,,,35999.99,
2024-04-23,Mua kỳ hạn,14,9,9,35999.99,0.0425
2024-04-24,Bán hẳn Tổng cộng,,,,1400,
2024-04-24,Bán hẳn,28,3,3,1400,0.0375
2024-04-24,Mua kỳ hạn Tổng cộng,,,,25050.67,
2024-04-24,Mua kỳ hạn,14,7,7,25050.67,0.0425
2024-04-25,Mua kỳ hạn Tổng cộng,,,,24999.99,
2024-04-25,Mua kỳ hạn,14,7,7,24999.99,0.0425
2024-04-25,Bán hẳn Tổng cộng,,,,400,
2024-04-25,Bán hẳn,28,1,1,400,0.035
2024-04-26,Bán hẳn,28,2,2,3900,0.0375
2024-04-26,Mua kỳ hạn Tổng cộng,,,,23191.95,
2024-04-26,Mua kỳ hạn,14,11,11,23191.95,0.0425
2024-04-26,Bán hẳn Tổng cộng,,,,3900,
2024-05-02,Bán hẳn Tổng cộng,,,,2100,
2024-05-02,Bán hẳn,28,5,3,2100,0.0375
2024-05-02,Mua kỳ hạn Tổng cộng,,,,558.57,
2024-05-02,Mua kỳ hạn,7,1,1,558.57,0.0425
2024-05-03,Bán hẳn Tổng cộng,,,,4600,
2024-05-03,Bán hẳn,28,6,5,4600,0.0375
2024-05-03,Mua kỳ hạn Tổng cộng,,,,0,
2024-05-03,Mua kỳ hạn,7,0,0,0,0
2024-05-04,Mua kỳ hạn,7,0,0,0,0
2024-05-04,Bán hẳn,28,1,1,3500,0.0375
2024-05-04,Mua kỳ hạn Tổng cộng,,,,0,
2024-05-04,Bán hẳn Tổng cộng,,,,3500,
2024-05-06,Bán hẳn Tổng cộng,,,,11990,
2024-05-06,Bán hẳn,28,11,10,11990,0.0375
2024-05-06,Mua kỳ hạn Tổng cộng,,,,2541.82,
2024-05-06,Mua kỳ hạn,7,1,1,2541.82,0.0425
2024-05-07,Bán hẳn Tổng cộng,,,,7200,
2024-05-07,Bán hẳn,28,6,6,7200,0.0375
2024-05-07,Mua kỳ hạn Tổng cộng,,,,1738.58,
2024-05-07,Mua kỳ hạn,7,2,2,1738.58,0.0425
2024-05-08,Mua kỳ hạn,7,2,2,2179.48,0.0425
2024-05-08,Mua kỳ hạn Tổng cộng,,,,2179.48,
2024-05-08,Bán hẳn Tổng cộng,,,,5500,
2024-05-08,Bán hẳn,28,4,4,5500,0.0375
2024-05-09,Bán hẳn Tổng cộng,,,,5550,
2024-05-09,Bán hẳn,28,5,5,5550,0.0375
2024-05-09,Mua kỳ hạn Tổng cộng,,,,878.29,
2024-05-09,Mua kỳ hạn,7,1,1,878.29,0.0425
2024-05-10,Bán hẳn Tổng cộng,,,,3700,
2024-05-10,Bán hẳn,28,4,4,3700,0.0375
2024-05-10,Mua kỳ hạn Tổng cộng,,,,0,
2024-05-10,Mua kỳ hạn,7,0,0,0,0
2024-05-13,Bán hẳn Tổng cộng,,,,1500,
2024-05-13,Bán hẳn,28,4,3,1500,0.0375
2024-05-13,Mua kỳ hạn Tổng cộng,,,,1559.92,
2024-05-13,Mua kỳ hạn,7,2,2,1559.92,0.0425
2024-05-14,Mua kỳ hạn,7,2,2,2996.21,0.0425
2024-05-14,Bán hẳn Tổng cộng,,,,550,
2024-05-14,Bán hẳn,28,2,2,550,0.0375
2024-05-14,Mua kỳ hạn Tổng cộng,,,,2996.21,
2024-05-15,Bán hẳn Tổng cộng,,,,200,
2024-05-15,Bán hẳn,28,1,1,200,0.0375
2024-05-15,Mua kỳ hạn Tổng cộng,,,,2791.17,
2024-05-15,Mua kỳ hạn,7,2,2,2791.17,0.0425
2024-05-16,Bán hẳn Tổng cộng,,,,650,
2024-05-16,Bán hẳn,28,2,2,650,0.0375
2024-05-16,Mua kỳ hạn Tổng cộng,,,,48.23,
2024-05-16,Mua kỳ hạn,7,1,1,48.23,0.0425
2024-05-17,Mua kỳ hạn Tổng cộng,,,,110.5,
2024-05-17,Mua kỳ hạn,7,1,1,110.5,0.0425
2024-05-17,Bán hẳn Tổng cộng,,,,3100,
2024-05-17,Bán hẳn,28,5,4,3100,0.0385
2024-05-20,Bán hẳn,28,3,3,800,0.0385
2024-05-20,Mua kỳ hạn,7,1,1,151.13,0.0425
2024-05-20,Bán hẳn Tổng cộng,,,,800,
2024-05-20,Mua kỳ hạn Tổng cộng,,,,151.13,
2024-05-21,Bán hẳn Tổng cộng,,,,500,
2024-05-21,Bán hẳn,28,2,2,500,0.039
2024-05-21,Mua kỳ hạn Tổng cộng,,,,2737.46,
2024-05-21,Mua kỳ hạn,7,3,3,2737.46,0.0425
2024-05-22,Bán hẳn Tổng cộng,,,,650,
2024-05-22,Bán hẳn,28,2,2,650,0.04
2024-05-22,Mua kỳ hạn Tổng cộng,,,,24999.99,
2024-05-22,Mua kỳ hạn,7,9,9,24999.99,0.045
2024-05-23,Mua kỳ hạn,14,8,8,43063.69,0.045
2024-05-23,Mua kỳ hạn Tổng cộng,,,,43063.69,
2024-05-23,Bán hẳn Tổng cộng,,,,750,
2024-05-23,Bán hẳn,28,3,3,750,0.042
2024-05-24,Bán hẳn Tổng cộng,,,,0,
2024-05-24,Bán hẳn,28,1,0,0,0
2024-05-24,Mua kỳ hạn Tổng cộng,,,,27019.03,
2024-05-24,Mua kỳ hạn,14,7,7,27019.03,0.045
2024-05-27,Bán hẳn Tổng cộng,,,,200,
2024-05-27,Bán hẳn,28,2,1,200,0.042
2024-05-27,Mua kỳ hạn Tổng cộng,,,,6557.17,
2024-05-27,Mua kỳ hạn,14,3,3,6557.17,0.045
2024-05-28,Mua kỳ hạn Tổng cộng,,,,2017.3,
2024-05-28,Mua kỳ hạn,14,3,3,2017.3,0.045
2024-05-28,Bán hẳn Tổng cộng,,,,3700,
2024-05-28,Bán hẳn,28,2,2,3700,0.042
2024-05-29,Bán hẳn Tổng cộng,,,,5150,
2024-05-29,Bán hẳn,28,6,6,5150,0.0425
2024-05-29,Mua kỳ hạn Tổng cộng,,,,3109.63,
2024-05-29,Mua kỳ hạn,14,1,1,3109.63,0.045
2024-05-30,Bán hẳn Tổng cộng,,,,4900,
2024-05-30,Bán hẳn,28,7,7,4900,0.0425
2024-05-30,Mua kỳ hạn Tổng cộng,,,,0,
2024-05-30,Mua kỳ hạn,7,0,0,0,0
2024-05-31,Bán hẳn Tổng cộng,,,,16250,
2024-05-31,Bán hẳn,28,12,12,16250,0.0425
2024-05-31,Mua kỳ hạn Tổng cộng,,,,0,
2024-05-31,Mua kỳ hạn,7,0,0,0,0
2024-06-03,Mua kỳ hạn,7,1,1,473.1,0.045
2024-06-03,Bán hẳn Tổng cộng,,,,8450,
2024-06-03,Bán hẳn,28,7,7,8450,0.0425
2024-06-03,Mua kỳ hạn Tổng cộng,,,,473.1,
2024-06-04,Bán hẳn Tổng cộng,,,,6150,
2024-06-04,Bán hẳn,28,5,5,6150,0.0425
2024-06-04,Mua kỳ hạn Tổng cộng,,,,0,
2024-06-04,Mua kỳ hạn,7,0,0,0,0
2024-06-04,Bán hẳn Tổng cộng,,,,6150,
2024-06-04,Bán hẳn,28,5,5,6150,0.0425
2024-06-04,Mua kỳ hạn Tổng cộng,,,,0,
2024-06-04,Mua kỳ hạn,7,0,0,0,0
2024-06-05,Mua kỳ hạn,7,0,0,0,0
2024-06-05,Bán hẳn,28,6,6,3160,0.0425
2024-06-05,Bán hẳn Tổng cộng,,,,3160,
2024-06-05,Mua kỳ hạn Tổng cộng,,,,0,
2024-06-06,Bán hẳn Tổng cộng,,,,5800,
2024-06-06,Bán hẳn,28,6,6,5800,0.0425
2024-06-06,Mua kỳ hạn Tổng cộng,,,,0,
2024-06-06,Mua kỳ hạn,7,0,0,0,0
2024-06-07,Bán hẳn Tổng cộng,,,,4900,
2024-06-07,Bán hẳn,28,4,4,4900,0.0425
2024-06-07,Mua kỳ hạn Tổng cộng,,,,748.21,
2024-06-07,Mua kỳ hạn,7,1,1,748.21,0.045
2024-06-10,Bán hẳn Tổng cộng,,,,2100,
2024-06-10,Bán hẳn,28,3,3,2100,0.0425
2024-06-10,Mua kỳ hạn Tổng cộng,,,,894.57,
2024-06-10,Mua kỳ hạn,7,1,1,894.57,0.045
2024-06-11,Mua kỳ hạn,7,2,2,1529.89,0.045
2024-06-11,Bán hẳn Tổng cộng,,,,1300,
2024-06-11,Bán hẳn,28,2,2,1300,0.0425
2024-06-11,Mua kỳ hạn Tổng cộng,,,,1529.89,
2024-06-12,Bán hẳn Tổng cộng,,,,600,
2024-06-12,Bán hẳn,28,2,2,600,0.0425
2024-06-12,Mua kỳ hạn Tổng cộng,,,,0,
2024-06-12,Mua kỳ hạn,7,0,0,0,0
2024-06-13,Bán hẳn Tổng cộng,,,,2650,
2024-06-13,Bán hẳn,28,4,4,2650,0.0425
2024-06-13,Mua kỳ hạn Tổng cộng,,,,550.7,
2024-06-13,Mua kỳ hạn,7,1,1,550.7,0.045
2024-06-14,Mua kỳ hạn,7,1,1,2131.68,0.045
2024-06-14,Bán hẳn Tổng cộng,,,,700,
2024-06-14,Bán hẳn,28,2,2,700,0.0425
2024-06-14,Mua kỳ hạn Tổng cộng,,,,2131.68,
2024-06-17,Bán hẳn Tổng cộng,,,,2650,
2024-06-17,Bán hẳn,28,3,3,2650,0.0425
2024-06-17,Mua kỳ hạn Tổng cộng,,,,0,
2024-06-17,Mua kỳ hạn,7,0,0,0,0
2024-06-18,Bán hẳn Tổng cộng,,,,5150,
2024-06-18,Bán hẳn,28,5,5,5150,0.0425
2024-06-18,Mua kỳ hạn Tổng cộng,,,,0,
2024-06-18,Mua kỳ hạn,7,0,0,0,0
2024-06-19,Mua kỳ hạn,7,0,0,0,0
2024-06-19,Mua kỳ hạn Tổng cộng,,,,0,
2024-06-19,Bán hẳn Tổng cộng,,,,6450,
2024-06-19,Bán hẳn,28,6,6,6450,0.0425
2024-06-20,Bán hẳn Tổng cộng,,,,7550,
2024-06-20,Bán hẳn,28,7,7,7550,0.0425
2024-06-20,Mua kỳ hạn Tổng cộng,,,,0,
2024-06-20,Mua kỳ hạn,7,0,0,0,0
2024-06-21,Bán hẳn Tổng cộng,,,,8900,
2024-06-21,Bán hẳn,14,6,6,8900,0.0425
2024-06-21,Mua kỳ hạn Tổng cộng,,,,0,
2024-06-21,Mua kỳ hạn,7,0,0,0,0
2024-06-24,Mua kỳ hạn,7,0,0,0,0
2024-06-24,Mua kỳ hạn Tổng cộng,,,,0,
2024-06-24,Bán hẳn Tổng cộng,,,,10150,
2024-06-24,Bán hẳn,14,8,8,10150,0.0425
2024-06-25,Bán hẳn,14,13,13,25000,0.043
2024-06-25,Mua kỳ hạn Tổng cộng,,,,0,
2024-06-25,Mua kỳ hạn,7,0,0,0,0
2024-06-25,Bán hẳn Tổng cộng,,,,25000,
2024-06-26,Bán hẳn Tổng cộng,,,,4630,
2024-06-26,Bán hẳn,14,10,10,4630,0.045
2024-06-26,Mua kỳ hạn Tổng cộng,,,,551.57,
2024-06-26,Mua kỳ hạn,7,1,1,551.57,0.045
2024-06-27,Bán hẳn Tổng cộng,,,,9200,
2024-06-27,Bán hẳn,14,5,5,9200,0.045
2024-06-27,Mua kỳ hạn Tổng cộng,,,,6999.99,
2024-06-27,Mua kỳ hạn,7,3,3,6999.99,0.045
2024-06-28,Mua kỳ hạn,7,10,10,19999.99,0.045
2024-06-28,Bán hẳn,14,8,8,6100,0.045
2024-06-28,Mua kỳ hạn Tổng cộng,,,,19999.99,
2024-06-28,Bán hẳn Tổng cộng,,,,6100,
2024-07-01,Bán hẳn Tổng cộng,,,,12300,
2024-07-01,Bán hẳn,14,6,6,12300,0.045
2024-07-01,Mua kỳ hạn Tổng cộng,,,,4240,
2024-07-01,Mua kỳ hạn,7,4,4,4240,0.045
2024-07-02,Bán hẳn Tổng cộng,,,,13850,
2024-07-02,Bán hẳn,14,10,10,13850,0.045
2024-07-02,Mua kỳ hạn Tổng cộng,,,,1604,
2024-07-02,Mua kỳ hạn,7,1,1,1604,0.045
2024-07-03,Mua kỳ hạn,7,1,1,1737.16,0.045
2024-07-03,Mua kỳ hạn Tổng cộng,,,,1737.16,
2024-07-03,Bán hẳn Tổng cộng,,,,14100,
2024-07-03,Bán hẳn,14,9,9,14100,0.045
2024-07-04,Bán hẳn Tổng cộng,,,,9550,
2024-07-04,Bán hẳn,14,7,7,9550,0.045
2024-07-04,Mua kỳ hạn Tổng cộng,,,,5177.56,
2024-07-04,Mua kỳ hạn,7,3,3,5177.56,0.045
2024-07-04,Bán hẳn Tổng cộng,,,,9550,
2024-07-04,Bán hẳn,14,7,7,9550,0.045
2024-07-04,Mua kỳ hạn Tổng cộng,,,,5177.56,
2024-07-04,Mua kỳ hạn,7,3,3,5177.56,0.045
2024-07-05,Bán hẳn Tổng cộng,,,,5850,
2024-07-05,Bán hẳn,14,5,5,5850,0.045
2024-07-05,Mua kỳ hạn Tổng cộng,,,,11999.99,
2024-07-05,Mua kỳ hạn,7,8,8,11999.99,0.045
2024-07-08,Mua kỳ hạn,7,9,9,9999.95,0.045
2024-07-08,Bán hẳn Tổng cộng,,,,2300,
2024-07-08,Bán hẳn,14,3,3,2300,0.045
2024-07-08,Mua kỳ hạn Tổng cộng,,,,9999.95,
2024-07-09,Bán hẳn Tổng cộng,,,,4500,
2024-07-09,Bán hẳn,14,5,5,4500,0.045
2024-07-09,Mua kỳ hạn Tổng cộng,,,,9999.99,
2024-07-09,Mua kỳ hạn,7,7,7,9999.99,0.045
2024-07-10,Bán hẳn Tổng cộng,,,,5050,
2024-07-10,Bán hẳn,14,5,5,5050,0.045
2024-07-10,Mua kỳ hạn Tổng cộng,,,,14999.9,
2024-07-10,Mua kỳ hạn,7,6,6,14999.9,0.045
2024-07-11,Mua kỳ hạn,7,3,3,14999.99,0.045
2024-07-11,Bán hẳn Tổng cộng,,,,7050,
2024-07-11,Bán hẳn,14,4,4,7050,0.045
2024-07-11,Mua kỳ hạn Tổng cộng,,,,14999.99,
2024-07-12,Bán hẳn Tổng cộng,,,,14750,
2024-07-12,Bán hẳn,14,10,10,14750,0.045
2024-07-12,Mua kỳ hạn Tổng cộng,,,,552.4,
2024-07-12,Mua kỳ hạn,7,1,1,552.4,0.045
2024-07-15,Bán hẳn Tổng cộng,,,,5950,
2024-07-15,Bán hẳn,14,5,5,5950,0.045
2024-07-15,Mua kỳ hạn Tổng cộng,,,,2999.9,
2024-07-15,Mua kỳ hạn,7,3,3,2999.9,0.045
2024-07-16,Bán hẳn Tổng cộng,,,,11200,
2024-07-16,Bán hẳn,14,7,7,11200,0.045
2024-07-16,Mua kỳ hạn Tổng cộng,,,,8895.66,
2024-07-16,Mua kỳ hạn,7,3,3,8895.66,0.045
2024-07-17,Mua kỳ hạn,7,5,5,13573.48,0.045
2024-07-17,Bán hẳn Tổng cộng,,,,8100,
2024-07-17,Bán hẳn,14,7,7,8100,0.045
2024-07-17,Mua kỳ hạn Tổng cộng,,,,13573.48,
2024-07-18,Bán hẳn Tổng cộng,,,,17100,
2024-07-18,Bán hẳn,14,13,13,17100,0.045
2024-07-18,Mua kỳ hạn Tổng cộng,,,,2914.68,
2024-07-18,Mua kỳ hạn,7,2,2,2914.68,0.045
2024-07-19,Bán hẳn Tổng cộng,,,,5750,
2024-07-19,Bán hẳn,14,4,4,5750,0.045
2024-07-19,Mua kỳ hạn Tổng cộng,,,,5920.67,
2024-07-19,Mua kỳ hạn,7,3,3,5920.67,0.045
2024-07-22,Mua kỳ hạn,7,6,6,11638.88,0.045
2024-07-22,Bán hẳn Tổng cộng,,,,3850,
2024-07-22,Bán hẳn,14,5,5,3850,0.045
2024-07-22,Mua kỳ hạn Tổng cộng,,,,11638.88,
2024-07-23,Bán hẳn Tổng cộng,,,,3950,
2024-07-23,Bán hẳn,14,4,4,3950,0.045
2024-07-23,Mua kỳ hạn Tổng cộng,,,,13063.08,
2024-07-23,Mua kỳ hạn,7,8,8,13063.08,0.045
2024-07-24,Bán hẳn Tổng cộng,,,,1600,
2024-07-24,Bán hẳn,14,3,3,1600,0.045
2024-07-24,Mua kỳ hạn Tổng cộng,,,,13999.99,
2024-07-24,Mua kỳ hạn,7,9,9,13999.99,0.045
2024-07-25,Mua kỳ hạn,7,6,6,7999.99,0.045
2024-07-25,Mua kỳ hạn Tổng cộng,,,,7999.99,
2024-07-25,Bán hẳn Tổng cộng,,,,1300,
2024-07-25,Bán hẳn,14,3,3,1300,0.045
2024-07-26,Bán hẳn Tổng cộng,,,,5500,
2024-07-26,Bán hẳn,14,7,7,5500,0.045
2024-07-26,Mua kỳ hạn Tổng cộng,,,,12343.03,
2024-07-26,Mua kỳ hạn,7,6,6,12343.03,0.045
2024-07-29,Bán hẳn Tổng cộng,,,,10850,
2024-07-29,Bán hẳn,14,6,6,10850,0.045
2024-07-29,Mua kỳ hạn Tổng cộng,,,,4911.48,
2024-07-29,Mua kỳ hạn,7,6,6,4911.48,0.045
2024-07-30,Mua kỳ hạn,7,4,4,3663.42,0.045
2024-07-30,Bán hẳn Tổng cộng,,,,22050,
2024-07-30,Bán hẳn,14,11,11,22050,0.045
2024-07-30,Mua kỳ hạn Tổng cộng,,,,3663.42,
2024-07-31,Bán hẳn,14,9,9,9600,0.045
2024-07-31,Mua kỳ hạn,7,4,4,3052.84,0.045
2024-07-31,Bán hẳn Tổng cộng,,,,9600,
2024-07-31,Mua kỳ hạn Tổng cộng,,,,3052.84,
2024-08-01,Bán hẳn Tổng cộng,,,,9400,
2024-08-01,Bán hẳn,14,6,6,9400,0.045
2024-08-01,Mua kỳ hạn Tổng cộng,,,,5999.99,
2024-08-01,Mua kỳ hạn,7,4,4,5999.99,0.045
2024-08-02,Bán hẳn Tổng cộng,,,,6850,
2024-08-02,Bán hẳn,14,5,5,6850,0.045
2024-08-02,Mua kỳ hạn Tổng cộng,,,,6338,
2024-08-02,Mua kỳ hạn,7,5,5,6338,0.045
2024-08-05,Mua kỳ hạn,7,7,7,13668.54,0.0425
2024-08-05,Mua kỳ hạn Tổng cộng,,,,13668.54,
2024-08-05,Bán hẳn Tổng cộng,,,,3250,
2024-08-05,Bán hẳn,14,5,3,3250,0.0425
2024-08-06,Bán hẳn Tổng cộng,,,,9250,
2024-08-06,Bán hẳn,14,6,6,9250,0.0425
2024-08-06,Mua kỳ hạn Tổng cộng,,,,11999.97,
2024-08-06,Mua kỳ hạn,7,8,8,11999.97,0.0425
2024-08-07,Bán hẳn Tổng cộng,,,,9999.7,
2024-08-07,Bán hẳn,14,7,7,9999.7,0.0425
2024-08-07,Mua kỳ hạn Tổng cộng,,,,13949.08,
2024-08-07,Mua kỳ hạn,7,7,7,13949.08,0.0425
2024-08-08,Mua kỳ hạn,7,8,8,13999.98,0.0425
2024-08-08,Bán hẳn,14,7,7,9999.8,0.0425
2024-08-08,Bán hẳn Tổng cộng,,,,9999.8,
2024-08-08,Mua kỳ hạn Tổng cộng,,,,13999.98,
2024-08-09,Bán hẳn Tổng cộng,,,,3250,
2024-08-09,Bán hẳn,14,5,5,3250,0.0425
2024-08-09,Mua kỳ hạn Tổng cộng,,,,2999.99,
2024-08-09,Mua kỳ hạn,7,2,2,2999.99,0.0425
2024-08-12,Bán hẳn Tổng cộng,,,,8100,
2024-08-12,Bán hẳn,14,6,6,8100,0.0425
2024-08-12,Mua kỳ hạn Tổng cộng,,,,6999.99,
2024-08-12,Mua kỳ hạn,7,6,6,6999.99,0.0425
2024-08-13,Mua kỳ hạn,7,6,6,7163.69,0.0425
2024-08-13,Mua kỳ hạn Tổng cộng,,,,7163.69,
2024-08-13,Bán hẳn Tổng cộng,,,,6500,
2024-08-13,Bán hẳn,14,6,6,6500,0.0425
2024-08-14,Bán hẳn Tổng cộng,,,,2150,
2024-08-14,Bán hẳn,14,3,3,2150,0.0425
2024-08-14,Mua kỳ hạn Tổng cộng,,,,5793.6,
2024-08-14,Mua kỳ hạn,7,4,4,5793.6,0.0425
2024-08-15,Bán hẳn Tổng cộng,,,,3900,
2024-08-15,Bán hẳn,14,5,5,3900,0.0425
2024-08-15,Mua kỳ hạn Tổng cộng,,,,17043.84,
2024-08-15,Mua kỳ hạn,7,9,9,17043.84,0.0425
2024-08-16,Mua kỳ hạn Tổng cộng,,,,13924.73,
2024-08-16,Mua kỳ hạn,7,6,6,13924.73,0.0425
2024-08-16,Bán hẳn,14,4,4,4150,0.0425
2024-08-16,Bán hẳn Tổng cộng,,,,4150,
2024-08-19,Mua kỳ hạn,7,4,4,4944.53,0.0425
2024-08-19,Bán hẳn Tổng cộng,,,,2300,
2024-08-19,Bán hẳn,14,4,4,2300,0.0425
2024-08-19,Mua kỳ hạn Tổng cộng,,,,4944.53,
2024-08-20,Bán hẳn Tổng cộng,,,,4999.9,
2024-08-20,Bán hẳn,14,7,4,4999.9,0.042
2024-08-20,Mua kỳ hạn Tổng cộng,,,,4878.51,
2024-08-20,Mua kỳ hạn,7,5,5,4878.51,0.0425
2024-08-21,Mua kỳ hạn Tổng cộng,,,,2683.03,
2024-08-21,Mua kỳ hạn,7,2,2,2683.03,0.0425
2024-08-21,Bán hẳn Tổng cộng,,,,5000,
2024-08-21,Bán hẳn,14,6,5,5000,0.042
2024-08-22,Bán hẳn Tổng cộng,,,,4700,
2024-08-22,Mua kỳ hạn Tổng cộng,,,,8941.63,
2024-08-22,Mua kỳ hạn,7,3,3,8941.63,0.0425
2024-08-22,Bán hẳn,14,5,5,4700,0.042
2024-08-23,Bán hẳn Tổng cộng,,,,4999.8,
2024-08-23,Bán hẳn,14,6,5,4999.8,0.0415
2024-08-23,Mua kỳ hạn Tổng cộng,,,,16999.99,
2024-08-23,Mua kỳ hạn,7,9,9,16999.99,0.0425
2024-08-26,Mua kỳ hạn Tổng cộng,,,,5980.59,
2024-08-26,Mua kỳ hạn,14,7,7,5980.59,0.0425
2024-08-27,Mua kỳ hạn,14,8,8,14989.65,0.0425
2024-08-27,Mua kỳ hạn Tổng cộng,,,,14989.65,
2024-08-28,Mua kỳ hạn,14,1,1,1768.46,0.0425
2024-08-28,Mua kỳ hạn Tổng cộng,,,,1768.46,
2024-08-29,Mua kỳ hạn Tổng cộng,,,,5573.23,
2024-08-29,Mua kỳ hạn,7,2,2,5573.23,0.0425
2024-08-30,Mua kỳ hạn Tổng cộng,,,,4999.99,
2024-08-30,Mua kỳ hạn,7,7,7,4999.99,0.0425
2024-09-04,Mua kỳ hạn Tổng cộng,,,,11875.2,
2024-09-04,Mua kỳ hạn,7,4,4,11875.2,0.0425
2024-09-05,Mua kỳ hạn Tổng cộng,,,,7789.94,
2024-09-05,Mua kỳ hạn,7,5,5,7789.94,0.0425
2024-09-06,Mua kỳ hạn Tổng cộng,,,,3999.99,
2024-09-06,Mua kỳ hạn,7,5,5,3999.99,0.0425
2024-09-09,Mua kỳ hạn Tổng cộng,,,,3999.99,
2024-09-09,Mua kỳ hạn,7,4,4,3999.99,0.0425
2024-09-10,Mua kỳ hạn,7,5,5,4339.53,0.0425
2024-09-10,Mua kỳ hạn Tổng cộng,,,,4339.53,
2024-09-11,Mua kỳ hạn Tổng cộng,,,,0,
2024-09-11,Mua kỳ hạn,7,0,0,0,0
2024-09-12,Mua kỳ hạn Tổng cộng,,,,0,
2024-09-12,Mua kỳ hạn,7,0,0,0,0
2024-09-13,Mua kỳ hạn Tổng cộng,,,,493.93,
2024-09-13,Mua kỳ hạn,7,1,1,493.93,0.0425
2024-09-16,Mua kỳ hạn Tổng cộng,,,,536.25,
2024-09-16,Mua kỳ hạn,7,1,1,536.25,0.04
2024-09-17,Mua kỳ hạn Tổng cộng,,,,524.09,
2024-09-17,Mua kỳ hạn,7,1,1,524.09,0.04
2024-09-18,Mua kỳ hạn Tổng cộng,,,,0,
2024-09-18,Mua kỳ hạn,7,0,0,0,0
2024-09-19,Mua kỳ hạn Tổng cộng,,,,0,
2024-09-19,Mua kỳ hạn,7,0,0,0,0
2024-09-20,Mua kỳ hạn Tổng cộng,,,,451.26,
